标准号,标题,主题,格式,相对路径
,1从业人员登记表,其他/通用,.docx,新文件包\一人一档模板\4岗位工人安全教育培训档案\1从业人员登记表.docx
,1：企业安全生产标准化创建工作指南,其他/通用,.doc,法律标准\法律法规\标准化\1：企业安全生产标准化创建工作指南.doc
,1：企业安全生产标准化创建工作指南,其他/通用,.docx,法律标准\法律法规\标准化\1：企业安全生产标准化创建工作指南.docx
,2,其他/通用,.jpg,标准\涂装作业\2.jpg
,2,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\2.jpg
,2,其他/通用,.png,锂电池资料\锂电池检查\电池危害及检查表\2.png
,2.企业安全生产标准化评审报告,其他/通用,.doc,新标准\新增\2.企业安全生产标准化评审报告.doc
,2.企业安全生产标准化评审报告,其他/通用,.docx,新标准\新增\2.企业安全生产标准化评审报告.docx
,20,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\20.jpg
,20.Q／GDW-166.6-2010-《国家电网公司输变电工程初步设计内容深度规定-第6部分：220kV架空输电线路》,其他/通用,.pdf,新标准\电力线路\20.Q／GDW-166.6-2010-《国家电网公司输变电工程初步设计内容深度规定-第6部分：220kV架空输电线路》.pdf
,2003工业管道的基本识别色、识别符号和安全标识,其他/通用,.pdf,法律标准\标准\安全管理\设计\2003工业管道的基本识别色、识别符号和安全标识.pdf
,2008可移式电动工具的安全+第二部分：台式砂轮机的专用要求,其他/通用,.pdf,法律标准\标准\参考资料\2008可移式电动工具的安全+第二部分：台式砂轮机的专用要求.pdf
,2008带电作业用屏蔽服装,其他/通用,.pdf,法律标准\标准\参考资料\2008带电作业用屏蔽服装.pdf
,2009中华人民共和国产品质量法,其他/通用,.doc,法律标准\法律法规\2009中华人民共和国产品质量法.doc
,2009中华人民共和国产品质量法,其他/通用,.docx,法律标准\法律法规\2009中华人民共和国产品质量法.docx
,2009国家安全监管总局关于生产经营单位安全生产管理人员中注册安全工程师安全培训考核有关问题的通知,其他/通用,.doc,法律标准\法律法规\2009国家安全监管总局关于生产经营单位安全生产管理人员中注册安全工程师安全培训考核有关问题的通知.doc
,2009国家安全监管总局关于生产经营单位安全生产管理人员中注册安全工程师安全培训考核有关问题的通知,其他/通用,.docx,法律标准\法律法规\2009国家安全监管总局关于生产经营单位安全生产管理人员中注册安全工程师安全培训考核有关问题的通知.docx
,2011中华人民共和国刑法,其他/通用,.doc,法律标准\法律法规\2011中华人民共和国刑法.doc
,2011中华人民共和国刑法,其他/通用,.docx,法律标准\法律法规\2011中华人民共和国刑法.docx
,2012中华人民共和国劳动合同法,其他/通用,.doc,法律标准\法律法规\2012中华人民共和国劳动合同法.doc
,2012中华人民共和国劳动合同法,其他/通用,.docx,法律标准\法律法规\2012中华人民共和国劳动合同法.docx
,2012中华人民共和国清洁生产促进法,其他/通用,.doc,法律标准\法律法规\环境保护法律法规\2012中华人民共和国清洁生产促进法.doc
,2012中华人民共和国清洁生产促进法,其他/通用,.docx,法律标准\法律法规\环境保护法律法规\2012中华人民共和国清洁生产促进法.docx
,2013中华人民共和国固体废物污染环境防治法,其他/通用,.doc,法律标准\法律法规\环境保护法律法规\2013中华人民共和国固体废物污染环境防治法.doc
,2013中华人民共和国固体废物污染环境防治法,其他/通用,.docx,法律标准\法律法规\环境保护法律法规\2013中华人民共和国固体废物污染环境防治法.docx
,2015中华人民共和国环境保护法,其他/通用,.docx,法律标准\法律法规\环境保护法律法规\2015中华人民共和国环境保护法.docx
,2015中华人民共和国计量法,其他/通用,.doc,法律标准\法律法规\2015中华人民共和国计量法.doc
,2015中华人民共和国计量法,其他/通用,.docx,法律标准\法律法规\2015中华人民共和国计量法.docx
,2015中华人民共和国食品安全法,其他/通用,.docx,法律标准\法律法规\2015中华人民共和国食品安全法.docx
,2016.10.28-放散管的设置要求及各管理,其他/通用,.docx,法律标准\标准\汇流排\2016.10.28-放散管的设置要求及各管理.docx
,2016版河北省大气污染防治条例,其他/通用,.doc,法律标准\法律法规\环境保护法律法规\2016版河北省大气污染防治条例.doc
,2016版河北省大气污染防治条例,其他/通用,.docx,法律标准\法律法规\环境保护法律法规\2016版河北省大气污染防治条例.docx
,2017051901河北省安监局关于进一步加强和规范全省重大危险源监管工作的通知,其他/通用,.pdf,法律标准\法律法规\2017051901河北省安监局关于进一步加强和规范全省重大危险源监管工作的通知.pdf
,2017最新河北省安全生产条例,其他/通用,.docx,新文件包\2017最新河北省安全生产条例.docx
,20180402,其他/通用,.ppt,法律标准\法律法规\天津法规\20180402.ppt
,20180422200612345,其他/通用,.zip,法律标准\标准\污水\20180422200612345.zip
,2019.10.25承大水泥厂现场问题（陈）,其他/通用,.docx,法律标准\标准\中频炉\中频炉说明书\2019.10.25承大水泥厂现场问题（陈）.docx
,2019.10.25承大水泥现场问题（谢）,其他/通用,.docx,法律标准\标准\中频炉\中频炉说明书\2019.10.25承大水泥现场问题（谢）.docx
,2019.12.8承大水泥现场问题（谢）,其他/通用,.docx,法律标准\标准\中频炉\中频炉说明书\2019.12.8承大水泥现场问题（谢）.docx
,2020安全生产法律法规汇编-最新版,其他/通用,.docx,新文件包\2020安全生产法律法规汇编-最新版.docx
,2020安全生产法律法规汇编-最新版,其他/通用,.pdf,新文件包\2020安全生产法律法规汇编-最新版.pdf
,2020安全生产法律法规汇编-最新版,其他/通用,.rtf,新文件包\2020安全生产法律法规汇编-最新版.rtf
,2020年安全工作汇报-苏垦,其他/通用,.pptx,课件\2020年安全工作汇报-苏垦.pptx
,2020年安全生产法律法规清单汇总,其他/通用,.xlsx,新文件包\2020年安全生产法律法规清单汇总.xlsx
,2020年第48号,其他/通用,.docx,新文件包\2020年第48号.docx
,20210125 安全生产法律法规汇编，2021版,其他/通用,.docx,新文件包\20210125 安全生产法律法规汇编，2021版.docx
,20221025FD15169CF88CE33A,其他/通用,.pdf,电池\20221025FD15169CF88CE33A.pdf
,20230404-1.第一本：安全生产法律法规全书（2023版）,其他/通用,.docx,新法规\20230404-1.第一本：安全生产法律法规全书（2023版）.docx
,2023年企业安全生产费用提取和使用管理办法,其他/通用,.pdf,新法规\2023年企业安全生产费用提取和使用管理办法.pdf
,2023最新重大隐患判定标准,其他/通用,.docx,新建文件夹 (2)\玻璃\2023最新重大隐患判定标准.docx
,2023最新重大隐患判定标准 (已自动恢复),其他/通用,.docx,111111\2023最新重大隐患判定标准 (已自动恢复).docx
,2024.8.26检查依据表,其他/通用,.docx,111111\2024.8.26检查依据表.docx
,21,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\21.jpg
,22,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\22.jpg
,223356ehahd4dfojpk3zab,其他/通用,.tn6,新标准\标准\223356ehahd4dfojpk3zab.tn6
,23,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\23.jpg
,23-总局令第30号-.特种作业人员安全技术培训考核管理规定(80号令修正-全文公布),其他/通用,.pdf,法律标准\标准\新建文件夹\23-总局令第30号-.特种作业人员安全技术培训考核管理规定(80号令修正-全文公布).pdf
,24,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\24.jpg
,243,其他/通用,.pdf,垃圾发电补充2\243.pdf
,243,其他/通用,.pdf,垃圾焚烧\垃圾发电补充1\243.pdf
,25,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\25.jpg
,26,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\26.jpg
,27,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\27.jpg
,28,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\28.jpg
,2891d57ec7a54ac95399d865d61a94bf_640_wx_fmt=png&wxfrom=5&wx_lazy=1&wx_co=1,其他/通用,.png,新标准\中频炉\2891d57ec7a54ac95399d865d61a94bf_640_wx_fmt=png&wxfrom=5&wx_lazy=1&wx_co=1.png
,29,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\29.jpg
,2任职或定岗文件,其他/通用,.doc,新文件包\一人一档模板\3特种作业人员\2任职或定岗文件.doc
,2任职或定岗文件,其他/通用,.docx,新文件包\一人一档模板\3特种作业人员\2任职或定岗文件.docx
,2任职文件,其他/通用,.doc,新文件包\一人一档模板\1主要负责人安全教育培训档案\2任职文件.doc
,2任职文件,其他/通用,.docx,新文件包\一人一档模板\1主要负责人安全教育培训档案\2任职文件.docx
,2任职文件,其他/通用,.doc,新文件包\一人一档模板\2安全管理人员安全教育培训档案\2任职文件.doc
,2任职文件,其他/通用,.docx,新文件包\一人一档模板\2安全管理人员安全教育培训档案\2任职文件.docx
,2工业和信息化部 科技部 生态环境部 商务部,其他/通用,.docx,锂电池资料\电池\2工业和信息化部 科技部 生态环境部 商务部.docx
,2身份证复印件、学历证书复印件,其他/通用,.docx,新文件包\一人一档模板\4岗位工人安全教育培训档案\2身份证复印件、学历证书复印件.docx
,2：企业安全生产标准化运行工作指南[1],其他/通用,.doc,法律标准\法律法规\标准化\2：企业安全生产标准化运行工作指南[1].doc
,2：企业安全生产标准化运行工作指南[1],其他/通用,.docx,法律标准\法律法规\标准化\2：企业安全生产标准化运行工作指南[1].docx
,3,其他/通用,.jpg,标准\涂装作业\3.jpg
,3,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\3.jpg
,3,其他/通用,.png,锂电池资料\锂电池检查\电池危害及检查表\3.png
,30,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\30.jpg
,308addf185104fbf24c5bbc47ad8cc3,其他/通用,.jpg,法律标准\标准\中频炉\308addf185104fbf24c5bbc47ad8cc3.jpg
,31,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\31.jpg
,32,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\32.jpg
,33,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\33.jpg
,34,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\34.jpg
,35,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\35.jpg
,3541787_3b73dfe7_洛阳铲选股-通达信,其他/通用,.tne,新标准\标准\3541787_3b73dfe7_洛阳铲选股-通达信.tne
,3541787_bc7d4da6_洛阳铲副图-通达信,其他/通用,.tne,新标准\标准\3541787_bc7d4da6_洛阳铲副图-通达信.tne
,35KV以下电缆敷设,其他/通用,.xdf,法律标准\标准\线路\35KV以下电缆敷设.xdf
,35_750kV输变电工程通用设计、通用设备应用目录2022,其他/通用,.pdf,新标准\电力线路\35_750kV输变电工程通用设计、通用设备应用目录2022.pdf
,36,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\36.jpg
,37,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\37.jpg
,374附件：强制检定的工作计量器具明细目录(最全),其他/通用,.docx,法律标准\标准\污水\374附件：强制检定的工作计量器具明细目录(最全).docx
,38,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\38.jpg
,39,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\39.jpg
,3生产经营单位新入职从业人员安全教育培训考核记录,其他/通用,.docx,新文件包\一人一档模板\4岗位工人安全教育培训档案\3生产经营单位新入职从业人员安全教育培训考核记录.docx
,3试卷,其他/通用,.docx,新文件包\一人一档模板\4岗位工人安全教育培训档案\3试卷.docx
,3身份证复印件、学历证书复印件,其他/通用,.docx,新文件包\一人一档模板\1主要负责人安全教育培训档案\3身份证复印件、学历证书复印件.docx
,3身份证复印件、学历证书复印件,其他/通用,.docx,新文件包\一人一档模板\2安全管理人员安全教育培训档案\3身份证复印件、学历证书复印件.docx
,3身份证复印件、学历证书复印件,其他/通用,.docx,新文件包\一人一档模板\3特种作业人员\3身份证复印件、学历证书复印件.docx
,4,其他/通用,.jpg,标准\涂装作业\4.jpg
,4,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\4.jpg
,4,其他/通用,.png,锂电池资料\锂电池检查\电池危害及检查表\4.png
,40,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\40.jpg
,41,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\41.jpg
,42,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\42.jpg
,425_国家电网公司“两型三新”线路设计建设导则(国家电网基建[2008]286号)(1),其他/通用,.pdf,新标准\电力线路\425_国家电网公司“两型三新”线路设计建设导则(国家电网基建[2008]286号)(1).pdf
,43,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\43.jpg
,44,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\44.jpg
,4三级教育培训考核记录,其他/通用,.docx,新文件包\一人一档模板\4岗位工人安全教育培训档案\4三级教育培训考核记录.docx
,4安全培训考核合格证书复印件,其他/通用,.docx,新文件包\一人一档模板\1主要负责人安全教育培训档案\4安全培训考核合格证书复印件.docx
,4安全培训考核合格证书复印件,其他/通用,.docx,新文件包\一人一档模板\2安全管理人员安全教育培训档案\4安全培训考核合格证书复印件.docx
,4特种作业人员证复印件,其他/通用,.docx,新文件包\一人一档模板\3特种作业人员\4特种作业人员证复印件.docx
,4试卷,其他/通用,.docx,新文件包\一人一档模板\4岗位工人安全教育培训档案\4试卷.docx
,5,其他/通用,.jpg,标准\涂装作业\5.jpg
,5,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\5.jpg
,5,其他/通用,.png,锂电池资料\锂电池检查\电池危害及检查表\5.png
,50030氧气站规范,其他/通用,.doc,法律标准\标准\安全管理\设计\50030氧气站规范.doc
,50030氧气站规范,其他/通用,.docx,法律标准\标准\安全管理\设计\50030氧气站规范.docx
,5272-工业企业天然气安全管理规范,其他/通用,.pdf,新建文件夹\5272-工业企业天然气安全管理规范.pdf
,5545-选矿厂安全生产基本条件,其他/通用,.pdf,111111\5545-选矿厂安全生产基本条件.pdf
,5复审考核合格的证明材料或培训信息登记表,其他/通用,.docx,新文件包\一人一档模板\1主要负责人安全教育培训档案\5复审考核合格的证明材料或培训信息登记表.docx
,5复审考核合格的证明材料或培训信息登记表,其他/通用,.docx,新文件包\一人一档模板\2安全管理人员安全教育培训档案\5复审考核合格的证明材料或培训信息登记表.docx
,5复审考核合格的证明材料或培训信息登记表,其他/通用,.docx,新文件包\一人一档模板\3特种作业人员\5复审考核合格的证明材料或培训信息登记表.docx
,5月13日某某企业现场勘查问题,其他/通用,.docx,111111\5月13日某某企业现场勘查问题.docx
,5生产经营单位从业人员年度安全再培训考核记录,其他/通用,.docx,新文件包\一人一档模板\4岗位工人安全教育培训档案\5生产经营单位从业人员年度安全再培训考核记录.docx
,5立方液氧储罐 - 副本,其他/通用,.docx,标准\气流排\5立方液氧储罐 - 副本.docx
,5试卷,其他/通用,.docx,新文件包\一人一档模板\4岗位工人安全教育培训档案\5试卷.docx
,6,其他/通用,.jpg,标准\涂装作业\6.jpg
,6,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\6.jpg
,6,其他/通用,.docx,法律标准\标准\木材加工\6.docx
,6,其他/通用,.png,锂电池资料\锂电池检查\电池危害及检查表\6.png
,6374622804357236101430495,其他/通用,.pdf,法律标准\标准\汇流排\6374622804357236101430495.pdf
,6生产经营单位从业人员专项安全培训考核记录,其他/通用,.docx,新文件包\一人一档模板\4岗位工人安全教育培训档案\6生产经营单位从业人员专项安全培训考核记录.docx
,6试卷,其他/通用,.docx,新文件包\一人一档模板\4岗位工人安全教育培训档案\6试卷.docx
,7,其他/通用,.jpg,标准\涂装作业\7.jpg
,7,其他/通用,.jpg,法律标准\标准\中频炉\中频炉说明书\7.jpg
,7,其他/通用,.png,锂电池资料\锂电池检查\电池危害及检查表\7.png
,7安全奖惩记录,其他/通用,.docx,新文件包\一人一档模板\1主要负责人安全教育培训档案\7安全奖惩记录.docx
,7安全奖惩记录,其他/通用,.docx,新文件包\一人一档模板\3特种作业人员\7安全奖惩记录.docx
